LOC000010607359,ORD420020915495,HFC,In progress,ASI000000000035
LOC000010607891,ORD420020318585,HFC,Complete,ASI000000000035
LOC000010607891,ORD410001458844,HFC,Complete,ASI000000000035
LOC000010777752,ORD410001606340,HFC,Cancelled,ASI000000220777
LOC000010777752,ORD410001606505,HFC,Complete,ASI000000220777
LOC000010804208,ORD420020440620,HFC,Cancelled,ASI000000220777
LOC000010804208,ORD420020441902,HFC,Complete,ASI000000220777
LOC000010892255,ORD420020401640,HFC,Complete,ASI000000220777
LOC000010892255,ORD420020549235,HFC,In progress,ASI000000220282
LOC000010947731,ORD420020045337,HFC,Cancelled,ASI000000000035
LOC000010947731,ORD420020116760,HFC,Complete,ASI000000001074
LOC000011286589,ORD420020150750,HFC,Cancelled,ASI000000000035
LOC000011286589,ORD420020603447,HFC,In progress,ASI000000000035
LOC000011502619,ORD420020172500,HFC,Complete,ASI000000000026
LOC000011502619,ORD420020180742,HFC,Cancelled,ASI000000000026
LOC000011517691,ORD420020730110,HFC,In progress,ASI000000000035
LOC000011517691,ORD420019844822,HFC,Cancelled,ASI000000000035
LOC000011594145,ORD410001497618,HFC,Complete,ASI000000151622
LOC000011594145,ORD420007862679,HFC,Cancelled,ASI000000000035
LOC000011648428,ORD420019793282,HFC,In progress,ASI000000220777
LOC000011648428,ORD420020374506,HFC,In progress,ASI000000000026
LOC000011690479,ORD420020609049,HFC,Cancelled,ASI000000000026
LOC000011690479,ORD420020794306,HFC,Complete,ASI000000000026
LOC000011777942,ORD420019817202,HFC,Cancelled,ASI000000000035
LOC000011777942,ORD420019862175,HFC,Complete,ASI000000000035
LOC000011799015,ORD420019950154,HFC,Complete,ASI000000220777
LOC000011799015,ORD420020186984,HFC,Complete,ASI000000220777
LOC000011866577,ORD410000579125,HFC,Complete,ASI000000220777
LOC000011866577,ORD420008587152,HFC,Cancelled,ASI000000220777
LOC000011881354,ORD410001457212,HFC,Cancelled,ASI000000220777
LOC000011881354,ORD410001457231,HFC,Complete,ASI000000220777
LOC000011881354,ORD420017908805,HFC,Cancelled,ASI000000220777
LOC000011896281,ORD420020318724,HFC,In progress - Held,ASI000000001074
LOC000011896281,ORD420020374024,HFC,Cancelled,ASI000000000035
LOC000011896281,ORD420020501089,HFC,In progress - Held,ASI000000220777
LOC000011900882,ORD410001501839,HFC,In progress,ASI000000000035
LOC000011900882,ORD410001604826,HFC,In progress,ASI000000000035
LOC000012037817,ORD420021174677,HFC,In progress,ASI000000000035
LOC000012037817,ORD420021175240,HFC,In progress,ASI000000000035
LOC000012037817,ORD420021175446,HFC,In progress,ASI000000000035
LOC000012560340,ORD420020047767,HFC,Cancelled,ASI000000001074
LOC000012560340,ORD420021115188,HFC,In progress,ASI000000001074
LOC000012581761,ORD420020294670,HFC,Cancelled,ASI000000001074
LOC000012581761,ORD420005669281,HFC,Cancelled,ASI000000000035
LOC000012581761,ORD420019940793,HFC,Cancelled,ASI000000001074
LOC000012748716,ORD410001543539,HFC,Complete,ASI000000001074
LOC000012748716,ORD420020226447,HFC,In progress - Pending,ASI000000000035
LOC000012769889,ORD420021022695,HFC,In progress,ASI000000001074
LOC000012769889,ORD420021023869,HFC,Cancelled,ASI000000001074
